Rk,Player,Date,Tm,Opp,Rslt,AppDec,IP,H,R,ER,BB,SO,HR,UER,Pit,Str,GSc,IR,IS,BF,AB,2B,3B,IBB,HBP,SH,SF,GDP,SB,CS,PO,BK,WP,ERA,WPA,RE24,aLI,DFS(DK),DFS(FD)
592,Andrew Kittredge\kittran01,7/8/18,TBR,NYM,W 9-0,8-GF,2,1,0,0,2,1,0,0,31,18,,0,0,8,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0.001,0.87,0.098,4.7,9
593,Andrew Kittredge\kittran01,9/19/18,TBR,TEX,W 9-3,6-Jun,0.1,1,0,0,0,0,0,0,1,1,,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,-0.456,0.58,0.15,1
594,Andrew Kittredge\kittran01,4/5/18,TBR,BOS,L 2-3,10-12 L,2.1,2,1,1,2,1,0,0,35,22,,0,0,11,8,1,0,2,0,1,0,0,0,0,0,0,0,3.86,0.104,0.378,2.728,2.85,7
595,Chih-Wei Hu\huch02,9/27/18,TBR,NYY,L 1-12,7-Jul,1,0,0,0,0,1,0,0,14,9,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496,0,4.25,6
596,Chih-Wei Hu\huch02,7/24/18,TBR,NYY,L 0-4,7-GF,2.1,2,1,1,0,4,0,0,37,25,,2,0,9,9,1,0,0,0,0,0,0,0,0,0,0,0,3.86,0.02,0.487,0.271,10.05,16
597,Chih-Wei Hu\huch02,7/12/18,TBR,MIN,L 1-5,4-GF(8),5,2,2,2,0,3,1,0,61,43,,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0.027,0.607,0.203,12.05,18
598,Chih-Wei Hu\huch02,4/16/18,TBR,TEX,W 8-4,7-GF,2.2,3,3,3,1,2,1,0,41,29,,1,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,10.12,0.011,-1.489,0.145,1.6,5
599,Chih-Wei Hu\huch02,9/25/18,TBR,NYY,L 2-9,8-Jul,2,0,0,0,2,2,0,0,42,23,,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.991,0.039,7.3,12
600,Carlos Gomez\gomezca01,7/27/18,TBR,BAL,L 5-15,8-Aug,0.1,0,3,3,4,0,0,0,21,4,,0,0,5,1,0,0,0,0,0,0,0,0,0,0,2,0,81,0,-2.072,0.001,-7.65,-8
601,Tyler Glasnow\glasnty01,8/7/18,TBR,BAL,W 4-3,GS-4,4,2,1,1,0,9,1,0,61,42,63,,,14,14,0,0,0,0,0,0,0,1,0,0,0,0,2.25,0.09,0.982,0.795,23.8,36
602,Tyler Glasnow\glasnty01,9/22/18,TBR,TOR,L 2-5,GS-6 L,6,6,3,3,2,6,1,0,98,62,52,,,25,23,2,0,0,0,0,0,0,0,0,0,1,0,4.5,-0.114,-0.027,0.842,14.7,27
603,Tyler Glasnow\glasnty01,4/10/19,TBR,CHW,W 9-1,GS-6 W,6,2,0,0,1,11,0,0,85,54,78,,,21,20,0,0,0,0,0,0,0,2,0,0,0,0,0,0.177,3.128,0.7,37.7,63
604,Tyler Glasnow\glasnty01,3/30/19,TBR,HOU,W 3-1,GS-5 W,5,6,1,1,1,4,1,0,77,51,54,,,20,19,0,0,0,0,0,0,1,0,1,0,0,0,1.8,0.151,1.607,0.85,17.05,36
605,Tyler Glasnow\glasnty01,9/28/18,TBR,TOR,L 6-7,GS-6,5.1,7,3,3,3,9,2,0,95,60,48,,,25,21,1,0,0,1,0,0,0,3,1,1,0,1,5.06,0.041,0.066,1.175,17.4,34
606,Tyler Glasnow\glasnty01,8/12/18,TBR,TOR,L 1-2,GS-6,5,2,1,1,2,6,0,0,79,48,63,,,18,16,1,0,0,0,0,0,1,1,0,0,0,0,1.8,0.23,2.095,1.199,18.85,30
607,Tyler Glasnow\glasnty01,8/31/18,TBR,CLE,L 0-3,GS-7 L,7,2,1,1,1,6,1,0,79,56,74,,,24,22,0,0,0,1,0,0,1,1,0,0,0,0,1.29,0.214,2.72,0.947,23.35,36
608,Tyler Glasnow\glasnty01,5/10/19,TBR,NYY,L 3-4,GS-6 L,5.1,5,4,3,2,9,0,1,92,58,51,,,23,21,1,0,0,0,0,0,1,1,0,0,0,0,5.06,-0.048,0.194,1.156,19.8,34
609,Tyler Glasnow\glasnty01,8/1/18,TBR,LAA,W 7-2,GS-3,3,2,1,1,1,5,1,0,48,34,55,,,11,10,0,0,0,0,0,0,0,1,1,0,0,0,3,0.038,0.487,0.788,12.95,21
610,Tyler Glasnow\glasnty01,4/21/19,TBR,BOS,L 3-4,GS-6,5.1,3,2,2,3,5,1,0,76,49,56,,,20,17,0,0,0,0,0,0,0,2,1,1,0,0,3.38,0.18,1.586,1.079,14.4,25
611,Tyler Glasnow\glasnty01,5/3/19,TBR,BAL,W 7-0,GS-7 W,7,3,0,0,0,8,0,0,92,62,79,,,23,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0.241,3.649,0.483,33.95,57
612,Tyler Glasnow\glasnty01,9/5/18,TBR,TOR,L 3-10,GS-1 L,0.2,5,7,7,2,2,1,0,39,23,14,,,10,8,0,0,0,0,0,0,0,0,0,0,0,2,94.5,-0.392,-5.939,0.919,-12.7,-13
613,Tyler Glasnow\glasnty01,9/17/18,TBR,TEX,W 3-0,GS-6 W,6,2,0,0,2,6,0,0,86,49,72,,,23,20,0,0,0,1,0,0,0,1,0,0,0,1,0,0.4,3.435,1.163,26.5,48
614,Tyler Glasnow\glasnty01,4/5/19,TBR,SFG,W 5-2,GS-6 W,6,3,0,0,1,6,0,0,82,59,71,,,23,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23,2.987,0.882,27.1,48
615,Tyler Glasnow\glasnty01,8/23/18,TBR,KCR,W 4-3,GS-5,5,5,3,3,3,8,0,0,96,58,50,,,23,19,1,0,1,0,0,1,0,3,0,0,0,0,5.4,-0.131,-0.523,1.218,16.45,30
616,Tyler Glasnow\glasnty01,9/11/18,TBR,CLE,L 0-2,GS-7 L,7,6,2,2,0,3,2,0,90,66,60,,,27,27,0,0,0,0,0,0,0,0,0,0,0,1,2.57,0.074,1.469,0.896,14.15,24
617,Tyler Glasnow\glasnty01,8/18/18,TBR,BOS,L 2-5,GS-7 L,6.2,3,5,4,3,4,1,1,94,50,51,,,25,22,2,0,0,0,0,0,0,2,1,0,0,0,5.4,-0.247,-1.392,0.564,11.4,20
618,Tyler Glasnow\glasnty01,4/28/19,TBR,BOS,W 5-2,GS-7 W,6.2,6,2,2,1,9,1,0,102,65,62,,,26,24,2,0,0,0,0,1,1,0,0,0,0,0,2.7,0.159,1.568,0.891,28.8,53
619,Tyler Glasnow\glasnty01,4/16/19,TBR,BAL,W 4-2,GS-7 W,7,7,2,2,0,3,0,0,87,61,58,,,27,27,1,0,0,0,0,0,1,1,0,0,0,0,2.57,0.226,1.649,1.048,17.55,36
620,Wilmer Font\fontwi01,4/9/19,TBR,CHW,W 10-5,8-Jun,2.2,2,2,2,1,3,0,0,57,36,,0,0,11,10,0,0,0,0,0,0,0,1,0,0,0,0,6.75,0.049,1.116,0.265,6.2,11
621,Wilmer Font\fontwi01,6/23/18,TBR,NYY,W 4-0,GS-6 W,5.2,3,0,0,1,4,0,0,80,46,66,,,20,19,2,0,0,0,0,0,1,0,0,0,0,0,0,0.262,2.745,0.888,22.35,41
622,Wilmer Font\fontwi01,4/14/19,TBR,TOR,W 8-4,9-GF,1,1,2,2,1,3,1,0,34,22,,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0.003,-1.483,0.188,3.05,6
623,Wilmer Font\fontwi01,6/17/18,TBR,NYY,W 3-1,GS-5,4.2,4,1,1,1,5,1,0,74,49,56,,,19,18,0,1,0,0,0,0,0,0,0,0,0,0,1.93,0.159,1.546,0.968,15.5,26
624,Wilmer Font\fontwi01,4/19/19,TBR,BOS,L 4-6,6-Jun,1,3,1,1,0,3,0,0,27,19,,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,9,-0.08,-0.479,1.267,4.45,9
625,Wilmer Font\fontwi01,5/30/18,TBR,OAK,W 6-0,8-Jul,2,1,0,0,0,1,0,0,35,27,,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,1.002,0.397,5.9,9
626,Wilmer Font\fontwi01,6/8/18,TBR,SEA,L 3-4,GS-3 L,2.1,2,2,2,1,5,0,0,48,33,49,,,10,9,0,0,0,0,0,0,0,0,0,0,0,0,7.71,-0.082,-0.695,1.007,9.45,16
627,Wilmer Font\fontwi01,6/5/18,TBR,WSN,L 2-4,7-Jun,2,0,0,0,0,1,0,0,33,20,,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,1.025,0.11,6.5,9
628,Wilmer Font\fontwi01,6/1/18,TBR,SEA,L 3-4,8-Aug,0.2,0,0,0,1,0,0,0,14,7,,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.016,0.253,0.535,0.3,2
629,Wilmer Font\fontwi01,4/1/19,TBR,COL,W 7-1,6-6 H,0.1,1,0,0,0,0,0,0,4,2,,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.055,-0.683,2.3,0.15,1
630,Wilmer Font\fontwi01,6/2/18,TBR,SEA,L 1-3,7-Jun,1.1,2,1,1,2,0,1,0,40,23,,0,0,8,6,0,0,0,0,0,0,0,1,0,0,0,0,6.75,-0.079,-0.547,0.681,-1.4,1
631,Wilmer Font\fontwi01,4/2/19,TBR,COL,W 4-0,8-GF,2,0,0,0,1,1,0,0,25,17,,0,0,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0.04,1.043,0.455,5.9,9
632,Wilmer Font\fontwi01,4/22/19,TBR,KCR,W 6-3,7-7 W,0.1,0,0,0,0,1,0,0,4,4,,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0.448,1.88,6.75,16
633,Wilmer Font\fontwi01,4/5/19,TBR,SFG,W 5-2,7-Jul,0.2,3,2,2,0,0,0,0,17,12,,0,0,5,5,2,0,0,0,0,0,0,0,0,0,0,1,27,-0.063,-1.823,0.45,-4.3,-4
634,Wilmer Font\fontwi01,2019-05-01Ê(2),TBR,KCR,L 2-8,6-Apr,3,4,1,1,1,2,0,0,59,38,,2,2,13,12,1,0,0,0,0,0,1,0,0,0,0,0,3,-0.016,-0.037,0.059,5.75,12
635,Wilmer Font\fontwi01,6/29/18,TBR,HOU,W 3-2,GS-6 W,5,1,1,1,2,3,0,0,72,46,62,,,18,16,1,0,0,0,0,0,0,0,0,0,0,0,1.8,0.218,2.095,0.827,17.45,33
636,Wilmer Font\fontwi01,6/13/18,TBR,TOR,W 1-0,GS-4,3.1,2,0,0,3,1,0,0,66,39,54,,,15,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0.15,1.462,1.353,6.5,13
637,Wilmer Font\fontwi01,4/24/19,TBR,KCR,L 2-10,9-GF,1,0,0,0,0,1,0,0,16,10,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521,0,4.25,6
638,Wilmer Font\fontwi01,4/17/19,TBR,BAL,W 8-1,8-Jul,2,1,1,1,1,4,1,0,44,28,,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.005,0.043,0.064,9.3,15
639,Johnny Field\fieldjo04,5/13/18,TBR,BAL,L 1-17,8-GF(8),1,0,0,0,1,0,0,0,18,7,,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491,0,1.65,3
640,Jake Faria\fariaja01,8/10/18,TBR,TOR,W 7-0,8-Jun,3,3,0,0,1,3,0,0,43,29,,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,1.487,0.255,10.35,18
641,Jake Faria\fariaja01,4/7/18,TBR,BOS,L 3-10,GS-2 L,1.2,5,8,8,5,0,1,0,73,34,8,,,15,9,2,0,0,0,0,1,0,0,0,0,0,0,43.2,-0.534,-7.179,1.139,-18.25,-19
642,Jake Faria\fariaja01,4/1/18,TBR,BOS,L 1-2,GS-5,4,4,1,1,3,2,0,0,83,53,49,,,21,17,0,0,0,1,0,0,0,2,0,0,0,0,2.25,-0.044,-0.01,1.235,6.2,15
643,Jake Faria\fariaja01,4/13/18,TBR,PHI,L 1-2,GS-6,5.1,2,1,1,2,7,0,0,78,50,65,,,19,17,1,0,0,0,0,0,0,0,0,0,0,0,1.69,0.222,2.066,1.016,21.6,34
644,Jake Faria\fariaja01,5/5/18,TBR,TOR,W 5-3,GS-6 W,5.1,3,1,1,1,4,1,0,73,46,61,,,19,18,0,0,0,0,0,0,1,0,0,0,0,0,1.69,0.089,0.792,0.908,19.6,37
645,Jake Faria\fariaja01,8/15/18,TBR,NYY,W 6-1,GS-4,3.1,3,1,1,2,2,1,0,66,40,50,,,15,13,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0.016,0.182,0.867,6.5,13
646,Jake Faria\fariaja01,4/20/19,TBR,BOS,L 5-6,8-Jul,2,1,0,0,1,1,0,0,33,21,,0,0,7,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0.076,1.043,0.876,5.3,9
647,Jake Faria\fariaja01,9/16/18,TBR,OAK,W 5-4,9-Sep,0,0,3,3,3,0,0,0,16,4,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,-0.065,-1.838,0.443,-7.8,-9
648,Jake Faria\fariaja01,8/1/18,TBR,LAA,W 7-2,4-7 W,3.2,4,1,1,3,4,0,0,68,41,,0,0,18,15,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0.117,0.754,1.468,14.05,32
649,Jake Faria\fariaja01,5/22/18,TBR,BOS,L 2-4,GS-3 L,2.2,3,3,3,1,2,1,0,41,23,41,,,11,10,0,0,0,0,0,0,1,0,0,0,0,0,10.12,-0.179,-1.617,0.945,1.6,5
650,Jake Faria\fariaja01,9/5/18,TBR,TOR,L 3-10,6-GF(8),3,5,2,2,0,0,0,0,39,28,,0,0,13,13,2,0,0,0,0,0,0,0,0,0,0,0,6,-0.012,-0.514,0.056,-0.25,3
651,Jake Faria\fariaja01,4/30/18,TBR,DET,W 3-2,GS-8 W,8,3,0,0,1,6,0,0,112,74,81,,,26,25,2,0,0,0,0,0,1,0,0,1,0,1,0,0.558,4.134,1.102,31.6,54
652,Jake Faria\fariaja01,4/18/18,TBR,TEX,W 4-2,GS-6 W,6,5,1,1,1,6,1,0,80,53,63,,,24,23,1,0,1,0,0,0,0,0,0,0,0,0,1.5,0.188,1.973,0.905,23.9,45
653,Jake Faria\fariaja01,5/16/18,TBR,KCR,W 5-3,GS-5,4.1,4,3,3,4,2,0,0,89,51,41,,,21,14,2,0,0,1,0,2,1,1,0,0,0,1,6.23,-0.024,-0.739,1.15,2.35,10
654,Jake Faria\fariaja01,4/25/18,TBR,BAL,W 8-4,GS-5,4.1,4,4,4,3,5,1,0,83,50,41,,,20,17,3,0,0,0,0,0,0,0,0,0,0,0,8.31,-0.251,-1.804,0.881,7.55,16
655,Jake Faria\fariaja01,9/25/18,TBR,NYY,L 2-9,GS-3 L,2.1,4,3,3,1,2,1,0,44,26,38,,,11,10,0,2,0,0,0,0,0,0,1,0,0,0,11.57,-0.082,-0.695,1.092,0.25,4
656,Jake Faria\fariaja01,9/19/18,TBR,TEX,W 9-3,8-Jul,2,0,0,0,1,2,0,0,31,21,,0,0,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0.035,1.145,0.402,7.9,12
657,Jake Faria\fariaja01,5/11/18,TBR,BAL,L 4-9,GS-7 L,6,8,7,7,1,3,2,0,94,55,30,,,27,25,1,0,0,1,0,0,1,0,0,0,0,0,10.5,-0.148,-2.89,0.647,-0.5,6
658,Nathan Eovaldi\eovalna01,6/15/18,TBR,NYY,L 0-5,GS-8 L,7.1,8,5,5,1,5,1,0,101,75,46,,,31,29,2,0,1,0,0,1,1,0,0,0,0,0,6.14,0.064,0.642,0.804,11.1,22
659,Nathan Eovaldi\eovalna01,7/13/18,TBR,MIN,L 8-11,GS-3 L,2.2,9,8,8,2,1,1,0,65,45,7,,,19,16,1,1,0,0,0,1,0,0,0,0,0,0,27,-0.405,-6.545,0.776,-14.6,-13
660,Nathan Eovaldi\eovalna01,5/30/18,TBR,OAK,W 6-0,GS-6 W,6,0,0,0,1,4,0,0,70,46,75,,,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,3.007,0.616,24.9,42
661,Nathan Eovaldi\eovalna01,6/20/18,TBR,HOU,L 1-5,GS-6 L,6,7,4,4,0,5,4,0,96,71,47,,,24,24,1,0,0,0,0,0,1,0,0,0,0,0,6,-0.183,-1.054,0.804,11.3,21
662,Nathan Eovaldi\eovalna01,6/5/18,TBR,WSN,L 2-4,GS-5 L,5,4,4,4,1,4,1,0,86,66,46,,,21,20,0,1,0,0,0,0,0,0,0,0,0,1,7.2,-0.175,-1.439,0.707,8.25,15
663,Nathan Eovaldi\eovalna01,6/10/18,TBR,SEA,L 4-5,GS-6,5,4,3,3,0,3,2,0,102,71,50,,,18,18,0,0,0,0,0,0,1,0,0,0,0,0,5.4,-0.13,-0.523,0.871,8.85,15
664,Nathan Eovaldi\eovalna01,6/26/18,TBR,WSN,W 1-0,GS-6 W,6,1,0,0,2,9,0,0,100,64,77,,,21,18,1,0,0,1,0,0,0,0,1,0,0,0,0,0.367,2.973,1.165,33.1,57
665,Nathan Eovaldi\eovalna01,7/20/18,TBR,MIA,L 5-6,GS-6,6,6,1,1,0,8,1,0,97,68,64,,,24,24,0,0,0,0,0,0,0,1,0,0,0,0,1.5,0.24,1.973,1.032,23.9,39
666,Nathan Eovaldi\eovalna01,7/2/18,TBR,MIA,L 2-3,GS-6,6,8,2,2,1,5,1,0,93,67,52,,,26,25,1,0,0,0,0,0,1,0,0,0,0,0,3,-0.013,0.578,1.092,14.1,27
667,Nathan Eovaldi\eovalna01,7/8/18,TBR,NYM,W 9-0,GS-7 W,7,1,0,0,0,9,0,0,79,59,84,,,21,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0.154,3.046,0.316,37.15,60
668,Oliver Drake\drakeol01,5/27/19,TBR,TOR,W 8-3,6-Jun,0.2,1,0,0,1,2,0,0,19,10,,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.073,1.075,4.3,8
669,Oliver Drake\drakeol01,5/26/19,TBR,CLE,W 6-3,8-Jul,1.2,1,1,1,0,2,1,0,23,15,,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0.037,0.278,0.427,5.15,8
670,Oliver Drake\drakeol01,5/30/19,TBR,MIN,W 14-3,9-GF,1,1,0,0,0,1,0,0,12,8,,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521,0,3.65,6
672,Alex Colome\colomal01,4/9/18,TBR,CHW,W 5-4,9-GF S,1,1,0,0,1,0,0,0,15,9,,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0.199,0.496,5.622,1.05,3
673,Alex Colome\colomal01,5/4/18,TBR,TOR,W 6-2,9-GF,1,0,0,0,0,2,0,0,14,10,,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.496,0.3,6.25,9
674,Alex Colome\colomal01,5/19/18,TBR,LAA,W 5-3,9-GF S,1,0,0,0,0,1,0,0,11,8,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.496,1.187,4.25,6
675,Alex Colome\colomal01,4/10/18,TBR,CHW,W 6-5,9-GF S,0.2,1,1,1,1,0,1,0,17,11,,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0.042,-2.093,1.778,-1.7,-1
676,Alex Colome\colomal01,2018-05-12Ê(2),TBR,BAL,W 10-3,9-GF,1,0,0,0,0,0,0,0,8,5,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.491,0.013,2.25,3
677,Alex Colome\colomal01,4/13/18,TBR,PHI,L 1-2,9-GF L,1,2,1,1,0,3,0,0,20,16,,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,9,-0.302,-0.505,2.332,5.05,9
678,Alex Colome\colomal01,5/5/18,TBR,TOR,W 5-3,8-GF S,1.2,0,0,0,0,2,0,0,19,15,,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.016,1.73,7.75,11
679,Alex Colome\colomal01,4/8/18,TBR,BOS,L 7-8,8-GF(8) BL,0.1,3,2,2,0,1,0,0,17,12,,1,1,4,4,1,0,0,0,0,0,0,0,0,0,0,1,54,-0.698,-2.665,2.288,-3.05,-2
680,Alex Colome\colomal01,4/27/18,TBR,BOS,W 4-3,9-GF S,1,1,0,0,0,2,0,0,19,11,,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0.531,4.323,5.65,9
681,Alex Colome\colomal01,5/14/18,TBR,KCR,W 2-1,9-GF S,1,1,0,0,0,1,0,0,12,9,,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.202,0.506,4.483,3.65,6
682,Alex Colome\colomal01,5/6/18,TBR,TOR,L 1-2,9-GF L,1,1,1,1,0,0,0,0,14,9,,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,1,9,-0.302,-0.505,2.052,-0.35,0
683,Alex Colome\colomal01,5/15/18,TBR,KCR,W 6-5,9-GF S,1,1,0,0,0,1,0,0,16,12,,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0.506,2.865,3.65,6
684,Alex Colome\colomal01,4/17/18,TBR,TEX,L 2-7,9-GF,1,1,0,0,0,1,0,0,16,10,,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.496,0.005,3.65,6
685,Alex Colome\colomal01,4/29/18,TBR,BOS,L 3-4,8-GF(8) L,1,2,1,1,1,1,0,0,24,14,,0,0,6,5,0,0,0,0,0,0,0,1,0,0,0,0,9,-0.221,-0.469,2.071,0.45,3
686,Alex Colome\colomal01,4/18/18,TBR,TEX,W 4-2,9-GF S,1,1,1,1,2,1,0,0,20,10,,0,0,5,3,0,0,0,0,0,0,1,0,0,0,0,0,9,0.033,-0.505,2.246,0.45,3
687,Alex Colome\colomal01,5/16/18,TBR,KCR,W 5-3,9-GF S,1,1,0,0,0,2,0,0,17,11,,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0.506,2.375,5.65,9
688,Alex Colome\colomal01,5/23/18,TBR,BOS,L 1-4,9-9 L,0.2,1,3,1,1,1,0,2,22,14,,0,0,5,3,1,0,0,0,0,1,0,0,0,0,0,1,13.5,-0.462,-2.608,1.179,0.3,2
689,Alex Colome\colomal01,4/20/18,TBR,MIN,W 8-7,10-GF(10) W,1,0,0,0,0,0,0,0,11,10,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0.496,1.803,6.25,15
690,Alex Colome\colomal01,3/29/18,TBR,BOS,W 6-4,9-GF S,1,1,0,0,0,0,0,0,16,11,,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.496,1.04,1.65,3
691,Alex Colome\colomal01,5/24/18,TBR,BOS,W 6-3,9-GF S,0.1,0,0,0,0,0,0,0,2,1,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.32,0.44,0.75,1
692,Alex Colome\colomal01,4/26/18,TBR,BAL,W 9-5,9-GF,1,2,0,0,0,1,0,0,21,11,,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.491,0.33,3.05,6
693,Alex Colome\colomal01,4/5/18,TBR,BOS,L 2-3,9-9BS,1,4,2,2,2,0,0,0,29,19,,0,0,8,6,1,0,1,0,0,0,1,0,0,0,0,0,18,-0.402,-1.469,4.663,-5.35,-3
694,Alex Colome\colomal01,4/22/18,TBR,MIN,W 8-6,9-GF W,1,0,0,0,0,3,0,0,17,12,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0.496,1.803,12.25,24
695,Yonny Chirinos\chiriyo01,7/24/18,TBR,NYY,L 0-4,GS-7 L,6.2,6,3,3,1,6,0,0,87,60,55,,,27,24,1,0,1,1,0,1,1,0,0,0,0,1,4.05,-0.029,-0.028,0.947,16.2,29
696,Yonny Chirinos\chiriyo01,5/27/19,TBR,TOR,W 8-3,GS-5 W,5,0,0,0,2,7,0,0,69,45,72,,,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256,2.607,0.735,28.05,48
697,Yonny Chirinos\chiriyo01,4/1/18,TBR,BOS,L 1-2,6-GF,4,1,0,0,1,3,0,0,56,38,,1,1,15,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0.087,1.365,1.261,12.6,21
698,Yonny Chirinos\chiriyo01,9/15/18,TBR,OAK,W 7-5,7-Feb,5.1,7,3,3,1,5,1,0,89,60,,0,0,22,21,0,0,0,0,0,0,2,0,0,0,0,0,5.06,0.042,0.453,1.18,11.2,22
699,Yonny Chirinos\chiriyo01,8/9/18,TBR,BAL,W 5-4,3-7 W,5,3,1,1,0,4,1,0,63,45,,0,0,17,17,0,0,0,0,0,0,1,0,0,0,0,0,1.8,0.033,1.478,0.704,19.45,36
700,Yonny Chirinos\chiriyo01,4/11/18,TBR,CHW,L 1-2,GS-6,5.1,4,0,0,1,5,0,0,75,49,64,,,21,19,1,0,0,1,0,0,0,0,0,1,0,0,0,0.202,2.035,1.248,18.4,31
701,Yonny Chirinos\chiriyo01,5/17/19,TBR,NYY,L 3-4,7-Mar,4.2,4,0,0,0,2,0,0,68,45,,0,0,18,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0.324,2.578,1.182,12.1,20
702,Yonny Chirinos\chiriyo01,8/28/18,TBR,ATL,L 5-9,6-Feb,5,7,5,2,3,3,0,3,81,51,,0,0,25,19,1,0,0,0,2,1,1,0,0,0,0,0,3.6,-0.353,-2.584,1.367,7.25,18
703,Yonny Chirinos\chiriyo01,9/3/18,TBR,TOR,W 7-1,2-8 W,7,4,1,1,3,5,0,0,72,42,,0,0,25,22,0,0,0,0,0,0,3,0,0,0,0,0,1.29,0.12,2.469,0.627,23.55,45
704,Yonny Chirinos\chiriyo01,3/31/19,TBR,HOU,W 3-1,GS-7 W,7,2,1,1,0,6,1,0,88,60,75,,,22,22,0,0,0,0,0,0,0,0,1,0,0,0,1.29,0.305,2.649,0.811,28.55,48
705,Yonny Chirinos\chiriyo01,4/28/18,TBR,BOS,W 12-6,GS-3,2,6,3,3,2,3,0,0,53,31,33,,,14,10,1,0,0,1,0,1,1,0,0,0,0,2,13.5,-0.408,-3.783,1.579,-0.9,6
706,Yonny Chirinos\chiriyo01,9/9/18,TBR,BAL,W 8-3,1-7 W,6.1,7,3,3,0,6,0,0,94,59,,2,0,25,24,2,1,0,0,0,1,0,0,0,0,0,0,4.26,0.149,0.777,0.464,20.05,40
707,Yonny Chirinos\chiriyo01,4/17/18,TBR,TEX,L 2-7,GS-6 L,5.2,7,6,6,3,3,1,0,89,56,31,,,28,22,2,0,0,0,0,3,0,0,0,0,0,0,9.53,-0.294,-3.13,1.041,0.75,8
708,Yonny Chirinos\chiriyo01,4/29/19,TBR,KCR,W 8-5,2-7 W,5.2,2,4,2,1,4,1,2,73,46,,1,0,21,19,0,1,0,0,0,1,0,0,0,0,0,0,3.18,0.015,-0.753,1.002,18.95,35
709,Yonny Chirinos\chiriyo01,8/22/18,TBR,KCR,W 6-3,3-8 W,5,4,3,3,0,4,2,0,82,58,,0,0,19,19,1,0,0,0,0,0,0,0,0,0,0,1,5.4,0.019,-0.523,1.043,14.85,30
