Rk,Player,Date,Tm,Opp,Rslt,AppDec,IP,H,R,ER,BB,SO,HR,UER,Pit,Str,GSc,IR,IS,BF,AB,2B,3B,IBB,HBP,SH,SF,GDP,SB,CS,PO,BK,WP,ERA,WPA,RE24,aLI,DFS(DK),DFS(FD)
474,Vidal Nuno III\nunovi01,9/28/18,TBR,TOR,L 6-7,8-Aug,1,0,0,0,0,0,0,0,9,6,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0.496,0.373,2.25,3
475,Vidal Nuno III\nunovi01,5/31/18,TBR,OAK,L 3-7,8-GF(8),1,1,2,2,1,0,1,0,17,9,,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,18,-0.004,-1.499,0.02,-2.95,-3
476,Vidal Nuno III\nunovi01,9/9/18,TBR,BAL,W 8-3,8-GF,2,2,0,0,0,4,0,0,42,30,,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.991,0.171,11.3,18
477,Vidal Nuno III\nunovi01,9/5/18,TBR,TOR,L 3-10,5-Mar,3,4,1,1,0,4,1,0,40,30,,0,0,14,13,1,0,0,1,0,0,0,0,0,0,0,0,3,0.008,0.487,0.197,9.75,18
478,Vidal Nuno III\nunovi01,9/11/18,TBR,CLE,L 0-2,8-Aug,0.2,1,0,0,0,0,0,0,9,7,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0.008,0.175,0.543,0.9,2
479,Vidal Nuno III\nunovi01,9/25/18,TBR,NYY,L 2-9,9-GF,1,1,1,1,0,1,1,0,16,12,,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,-0.001,-0.505,0.005,1.65,3
480,Vidal Nuno III\nunovi01,6/30/18,TBR,HOU,W 5-2,2-6 W,4.2,4,2,1,0,4,1,1,66,50,,0,0,19,19,1,0,0,0,0,0,0,1,0,0,0,0,1.93,0.032,0.043,0.583,18.1,35
481,Vidal Nuno III\nunovi01,7/3/18,TBR,MIA,W 9-6,14-15 W,2,1,0,0,1,2,0,0,26,19,,0,0,8,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0.245,0.859,2.644,11.3,24
482,Vidal Nuno III\nunovi01,5/25/18,TBR,BAL,L 0-2,9-GF,1,0,0,0,0,0,0,0,13,8,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.496,0.227,2.25,3
483,Vidal Nuno III\nunovi01,9/26/18,TBR,NYY,W 8-7,8-Aug,0,0,0,0,0,0,0,0,1,0,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,undef,-0.031,-0.125,1.03,-0.6,0
484,Vidal Nuno III\nunovi01,6/14/18,TBR,NYY,L 3-4,6-GF(8),3,1,0,0,0,3,0,0,44,26,,0,0,9,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0.129,1.594,0.624,12.15,18
485,Vidal Nuno III\nunovi01,9/19/18,TBR,TEX,W 9-3,9-GF,1,0,0,0,0,2,0,0,8,7,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.573,0.053,6.25,9
486,Charlie Morton\mortoch02,4/9/19,TBR,CHW,W 10-5,GS-5 W,5,3,2,2,3,7,1,0,93,57,57,,,20,17,0,0,0,0,0,0,1,0,0,0,0,0,3.6,0.073,0.607,0.75,21.65,42
487,Charlie Morton\mortoch02,3/29/19,TBR,HOU,W 4-2,GS-5 W,5,3,2,2,2,8,0,0,85,54,59,,,20,17,1,0,0,1,0,0,0,1,0,0,0,0,3.6,0.064,0.607,1.15,23.65,45
488,Charlie Morton\mortoch02,4/14/19,TBR,TOR,W 8-4,GS-5,4.2,4,1,1,3,4,0,0,92,53,53,,,22,18,2,0,0,1,0,0,1,0,0,0,0,0,1.93,0.07,0.801,1.431,11.7,23
489,Charlie Morton\mortoch02,5/25/19,TBR,CLE,W 6-2,GS-6 W,6,3,1,1,2,10,0,0,106,73,70,,,23,20,1,0,0,1,0,0,0,0,0,1,0,0,1.5,0.251,2.323,1.156,31.9,57
490,Charlie Morton\mortoch02,5/8/19,TBR,ARI,L 2-3,GS-5,5,7,2,2,4,8,0,0,86,52,49,,,24,20,1,0,0,0,0,0,1,0,0,0,0,0,3.6,0.017,0.607,1.153,16.65,33
491,Charlie Morton\mortoch02,4/20/19,TBR,BOS,L 5-6,GS-6,6,5,5,5,2,9,1,0,99,70,49,,,26,23,1,0,0,1,0,0,0,0,0,0,0,0,7.5,-0.226,-1.872,0.866,16.7,30
492,Charlie Morton\mortoch02,5/19/19,TBR,NYY,L 5-13,GS-4,4,4,5,3,4,6,2,2,88,56,40,,,21,17,0,0,0,0,0,0,0,0,0,0,0,0,6.75,-0.337,-2.848,0.982,10.2,21
493,Charlie Morton\mortoch02,5/30/19,TBR,MIN,W 14-3,GS-7 W,7,4,2,2,0,6,0,0,87,62,67,,,24,24,1,1,0,0,0,0,1,0,0,0,0,0,2.57,0.177,1.649,0.33,25.35,45
494,Charlie Morton\mortoch02,4/27/19,TBR,BOS,W 2-1,GS-6 W,6,2,0,0,4,5,0,0,102,61,69,,,24,19,1,0,0,1,0,0,2,0,0,0,0,1,0,0.386,3.356,1.238,23.3,45
495,Charlie Morton\mortoch02,4/3/19,TBR,COL,L 0-1,GS-6,6,4,0,0,2,6,0,0,88,58,68,,,22,20,0,0,0,0,0,0,1,0,1,0,0,1,0,0.361,3.128,1.133,21.9,36
496,Charlie Morton\mortoch02,5/2/19,TBR,KCR,W 3-1,GS-7,6.2,5,1,1,1,9,0,0,101,71,68,,,26,25,2,2,0,0,0,0,0,0,0,0,0,0,1.35,0.282,2.522,1.09,27.4,44
497,Charlie Morton\mortoch02,5/14/19,TBR,MIA,W 4-0,GS-6 W,6,3,0,0,0,5,0,0,82,54,71,,,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365,2.798,0.892,25.7,45
498,Hoby Milner\milneho01,9/27/18,TBR,NYY,L 1-12,9-GF,1,1,1,1,0,2,1,0,20,11,,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,-0.505,0,3.65,6
499,Hoby Milner\milneho01,9/30/18,TBR,TOR,W 9-4,6-6 H,0.1,0,0,0,0,0,0,0,8,5,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0.292,1.64,0.75,1
500,Hoby Milner\milneho01,7/15/18,TBR,MIN,L 7-11,3-Mar,0.2,0,0,0,1,2,0,0,18,11,,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0.283,1.397,4.9,8
501,Hoby Milner\milneho01,7/20/18,TBR,MIA,L 5-6,7-Jul,0.2,2,3,1,1,0,1,2,18,12,,2,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,13.5,-0.403,-4.093,0.824,-2.3,-1
502,Adam Kolarek\kolarad01,9/21/18,TBR,TOR,W 11-3,5-6 H,1.2,1,0,0,0,2,0,0,28,19,,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0.763,0.727,7.15,11
503,Adam Kolarek\kolarad01,8/7/18,TBR,BAL,W 4-3,9-Jul,2.1,2,0,0,0,2,0,0,28,20,,0,0,8,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0.121,1.225,0.821,8.05,13
504,Adam Kolarek\kolarad01,4/9/19,TBR,CHW,W 10-5,9-GF,1,0,0,0,0,0,0,0,14,9,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.521,0.11,2.25,3
505,Adam Kolarek\kolarad01,9/14/18,TBR,OAK,L 1-2,7-Jul,0.1,0,0,0,0,0,0,0,1,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0.159,1.15,0.75,1
506,Adam Kolarek\kolarad01,5/15/19,TBR,MIA,W 1-0,5-5 H,0.2,0,0,0,0,1,0,0,5,5,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0.37,1.16,3.5,5
507,Adam Kolarek\kolarad01,9/22/18,TBR,TOR,L 2-5,7-Jul,0.1,1,0,0,0,0,0,0,3,3,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,-0.025,0.655,0.15,1
508,Adam Kolarek\kolarad01,3/29/19,TBR,HOU,W 4-2,8-8 H,0.1,0,0,0,0,0,0,0,1,1,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.238,1.24,0.75,1
509,Adam Kolarek\kolarad01,5/27/19,TBR,TOR,W 8-3,9-GF,1,2,1,1,0,0,1,0,14,9,,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,9,0.003,-0.479,0.082,-0.95,0
510,Adam Kolarek\kolarad01,4/18/19,TBR,BAL,L 5-6,7-Jun,2,4,1,1,1,1,0,0,28,19,,0,0,10,9,0,1,1,0,0,0,0,0,0,0,0,0,4.5,-0.03,0.043,1.274,1.5,6
511,Adam Kolarek\kolarad01,7/9/18,TBR,DET,W 10-9,7-7 H,0.1,0,0,0,0,0,0,0,1,1,,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.033,0.042,2.34,0.75,1
512,Adam Kolarek\kolarad01,4/14/19,TBR,TOR,W 8-4,5-6 W,1,0,0,0,0,1,0,0,12,9,,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,1.192,2.163,8.25,18
513,Adam Kolarek\kolarad01,5/7/19,TBR,ARI,W 6-3,9-GF,1,2,2,2,0,1,2,0,21,13,,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0.007,-1.479,0.154,-0.95,0
514,Adam Kolarek\kolarad01,9/15/18,TBR,OAK,W 7-5,7-7 H,0.1,1,1,1,0,0,0,0,7,5,,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,27,-0.095,-0.84,2.11,-1.85,-2
515,Adam Kolarek\kolarad01,3/30/19,TBR,HOU,W 3-1,8-8 H,0.1,1,0,0,1,0,0,0,10,5,,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0.238,4.333,-0.45,1
516,Adam Kolarek\kolarad01,4/19/19,TBR,BOS,L 4-6,7-Jul,1,0,0,0,0,0,0,0,13,9,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0.521,1.163,2.25,3
517,Adam Kolarek\kolarad01,9/28/18,TBR,TOR,L 6-7,6-6BS,0.2,2,1,1,0,0,0,0,10,6,,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,13.5,-0.151,-1.093,2.01,-1.7,-1
518,Adam Kolarek\kolarad01,8/14/18,TBR,NYY,L 1-4,7-GF(8),2,2,1,1,1,2,0,0,26,18,,0,0,8,7,2,0,0,0,0,0,1,0,0,0,0,0,4.5,-0.013,0.063,0.234,4.7,9
519,Adam Kolarek\kolarad01,5/17/19,TBR,NYY,L 3-4,7-Jul,0.1,0,0,0,0,0,0,0,6,4,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.113,0.82,0.75,1
520,Adam Kolarek\kolarad01,7/10/18,TBR,DET,W 5-2,9-Jul,2.2,4,2,2,0,0,0,0,40,26,,0,0,13,12,1,0,0,1,0,0,0,0,0,0,0,0,6.75,0.022,-0.742,0.405,-1,2
521,Adam Kolarek\kolarad01,9/8/18,TBR,BAL,W 10-5,6-7 H,1.2,1,1,1,0,2,0,0,28,19,,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0.081,0.763,0.833,5.15,8
522,Adam Kolarek\kolarad01,5/8/19,TBR,ARI,L 2-3,12-13 L,1,1,1,1,2,0,0,0,21,8,,0,0,5,3,0,0,0,0,0,0,1,0,0,0,0,0,9,0.036,0.118,3.044,-1.55,0
523,Adam Kolarek\kolarad01,5/18/19,TBR,NYY,W 2-1,7-Jul,0.1,0,0,0,0,0,0,0,2,2,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.244,1.49,0.75,1
524,Adam Kolarek\kolarad01,5/29/19,TBR,TOR,W 4-3,7-7 H,0.1,0,0,0,0,1,0,0,3,3,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0.331,2.24,2.75,4
525,Adam Kolarek\kolarad01,8/28/18,TBR,ATL,L 5-9,7-Jul,1,1,0,0,0,0,0,0,9,7,,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0.483,0.98,1.65,3
526,Adam Kolarek\kolarad01,7/14/18,TBR,MIN,W 19-6,6-6BS,1,5,4,4,1,1,0,0,24,16,,0,0,8,7,1,0,1,0,0,0,0,0,0,0,0,0,36,-0.552,-3.479,2.208,-7.35,-6
527,Adam Kolarek\kolarad01,9/1/18,TBR,CLE,W 5-3,9-GF S,0.1,0,0,0,0,0,0,0,1,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.111,0.6,0.75,1
528,Adam Kolarek\kolarad01,3/31/19,TBR,HOU,W 3-1,8-Aug,0,1,0,0,0,0,0,0,3,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,undef,-0.067,-0.389,1.47,-0.6,0
529,Adam Kolarek\kolarad01,8/21/18,TBR,KCR,W 4-1,7-7 H,1,2,0,0,0,1,0,0,24,16,,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0.496,1.326,3.05,6
530,Adam Kolarek\kolarad01,8/16/18,TBR,NYY,W 3-1,9-GF S,1,0,0,0,0,2,0,0,9,7,,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509,2.378,6.957,6.25,9
531,Adam Kolarek\kolarad01,5/26/19,TBR,CLE,W 6-3,9-Sep,0.1,3,2,2,1,0,0,0,15,8,,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,54,-0.112,-2.684,1.062,-5.65,-5
532,Adam Kolarek\kolarad01,9/16/18,TBR,OAK,W 5-4,8-Aug,1,2,0,0,0,0,0,0,16,11,,0,0,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0.012,0.496,0.26,1.05,3
533,Adam Kolarek\kolarad01,5/10/19,TBR,NYY,L 3-4,6-Jun,0.1,0,0,0,0,0,0,0,1,1,,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.448,1.86,0.75,1
534,Adam Kolarek\kolarad01,9/4/18,TBR,TOR,W 4-0,9-Sep,0.1,1,0,0,1,0,0,0,16,9,,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029,-0.686,0.377,-0.45,1
535,Adam Kolarek\kolarad01,5/30/19,TBR,MIN,W 14-3,8-Aug,1,2,1,1,0,1,0,0,22,13,,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,-0.479,0.006,1.05,3
536,Adam Kolarek\kolarad01,4/21/19,TBR,BOS,L 3-4,6-Jun,0,0,1,1,1,0,0,0,5,1,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,-0.058,-0.392,1.93,-2.6,-3
537,Adam Kolarek\kolarad01,9/2/18,TBR,CLE,W 6-4,8-Jul,2,0,0,0,0,1,0,0,24,15,,1,0,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0.059,1.454,0.452,6.5,9
538,Adam Kolarek\kolarad01,7/15/18,TBR,MIN,L 7-11,6-7 H,1.1,3,3,3,0,0,0,0,30,20,,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,20.25,0.015,-0.057,1.751,-4.8,-5
539,Adam Kolarek\kolarad01,8/29/18,TBR,ATL,W 8-5,7-Jul,1,0,0,0,1,0,0,0,14,7,,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.483,0.348,1.65,3
540,Adam Kolarek\kolarad01,8/22/18,TBR,KCR,W 6-3,8-8 H,0.1,0,0,0,0,0,0,0,3,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0.234,2.16,0.75,1
541,Adam Kolarek\kolarad01,9/10/18,TBR,CLE,W 6-5,5-6BS,1.1,3,2,2,0,0,0,0,29,21,,2,0,7,7,1,0,0,0,0,0,0,0,0,0,0,0,13.5,-0.134,-0.906,2.019,-2.8,-2
542,Adam Kolarek\kolarad01,7/6/18,TBR,NYM,L 1-5,6-May,1,1,0,0,0,1,0,0,10,9,,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.069,0.973,3.65,6
544,Adam Kolarek\kolarad01,4/27/19,TBR,BOS,W 2-1,7-7 H,0.1,0,0,0,0,1,0,0,4,3,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0.252,1.4,2.75,4
545,Adam Kolarek\kolarad01,8/3/18,TBR,CHW,L 2-3,4-Feb,2,2,0,0,0,2,0,0,35,22,,0,0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0.866,0.886,7.3,12
546,Adam Kolarek\kolarad01,4/22/19,TBR,KCR,W 6-3,8-8 H,1,0,0,0,0,2,0,0,11,7,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0.521,0.997,6.25,9
547,Adam Kolarek\kolarad01,9/17/18,TBR,TEX,W 3-0,7-7 H,1,0,0,0,0,1,0,0,12,9,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0.573,0.8,4.25,6
548,Adam Kolarek\kolarad01,4/5/19,TBR,SFG,W 5-2,7-8 H,0.2,1,0,0,0,1,0,0,10,7,,1,0,5,4,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.124,-0.752,2.37,2.3,5
549,Adam Kolarek\kolarad01,4/3/19,TBR,COL,L 0-1,11-GF(11),0.2,0,0,0,0,0,0,0,5,3,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.277,0.45,1.5,2
550,Adam Kolarek\kolarad01,8/23/18,TBR,KCR,W 4-3,7-Jun,2,2,0,0,0,0,0,0,19,15,,0,0,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0.109,0.991,0.983,3.3,6
551,Adam Kolarek\kolarad01,9/20/18,TBR,TOR,L 8-9,6-6 H,0.1,0,0,0,0,0,0,0,2,2,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.103,0.75,0.75,1
552,Adam Kolarek\kolarad01,8/18/18,TBR,BOS,L 2-5,7-GF(8),1.1,1,0,0,0,1,0,0,16,11,,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.643,0.104,4.4,7
553,Adam Kolarek\kolarad01,4/23/19,TBR,KCR,W 5-2,8-8 H,0.1,0,0,0,0,0,0,0,5,3,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.331,0.77,0.75,1
554,Adam Kolarek\kolarad01,7/22/18,TBR,MIA,W 6-4,8-GF W,2,1,0,0,1,0,0,0,31,19,,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.991,0.145,7.3,18
555,Adam Kolarek\kolarad01,5/21/19,TBR,LAD,L 3-7,8-GF,1.2,1,1,1,1,0,0,0,27,19,,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,5.4,0.001,0.064,0.21,0.55,2
556,Adam Kolarek\kolarad01,5/2/19,TBR,KCR,W 3-1,8-8 W,0.2,0,0,0,0,0,0,0,8,4,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0.286,1.24,5.5,14
557,Adam Kolarek\kolarad01,9/26/18,TBR,NYY,W 8-7,6-6 H,0.1,0,0,0,0,1,0,0,5,3,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.234,1.45,2.75,4
558,Adam Kolarek\kolarad01,5/22/19,TBR,LAD,W 8-1,6-Jun,0.1,0,0,0,0,0,0,0,6,4,,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.014,0.094,1.515,0.15,1
559,Adam Kolarek\kolarad01,4/12/19,TBR,TOR,W 11-7,7-7 H,0.1,1,0,0,0,0,0,0,3,2,,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.007,-0.055,0.855,0.15,1
560,Adam Kolarek\kolarad01,4/7/19,TBR,SFG,W 3-0,6-7 H,1.1,2,0,0,0,2,0,0,19,15,,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.201,1.315,5.8,10
561,Adam Kolarek\kolarad01,7/23/18,TBR,NYY,W 7-6,7-7 H,0.1,0,0,0,0,0,0,0,3,2,,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,-0.031,2.59,0.75,1
562,Andrew Kittredge\kittran01,3/31/18,TBR,BOS,L 2-3,GS-4 L,3.1,3,2,1,1,1,1,1,57,32,48,,,13,12,2,0,0,0,0,0,1,0,0,0,0,0,2.7,0.015,0.306,0.797,5.1,10
563,Andrew Kittredge\kittran01,9/14/18,TBR,OAK,L 1-2,7-Jul,0.1,0,0,0,0,1,0,0,3,3,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.103,0.78,2.75,4
564,Andrew Kittredge\kittran01,8/26/18,TBR,BOS,W 9-1,8-GF,2,1,0,0,0,1,0,0,21,14,,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.991,0.009,5.9,9
565,Andrew Kittredge\kittran01,9/27/18,TBR,NYY,L 1-12,6-May,2,5,4,4,0,2,2,0,35,21,,0,0,10,9,0,1,0,0,0,1,1,0,0,0,0,0,18,-0.008,-3.009,0.042,-2.5,0
566,Andrew Kittredge\kittran01,5/4/18,TBR,TOR,W 6-2,GS-2,2,2,1,1,1,1,0,0,36,26,48,,,9,7,1,0,0,0,0,1,0,0,0,0,0,0,4.5,-0.01,-0.009,1.008,2.7,6
567,Andrew Kittredge\kittran01,9/7/18,TBR,BAL,W 14-2,8-Aug,1,0,0,0,0,1,0,0,9,7,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496,0,4.25,6
568,Andrew Kittredge\kittran01,4/10/18,TBR,CHW,W 6-5,7-Jul,1,2,0,0,0,0,0,0,13,10,,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0.496,0.728,1.05,3
569,Andrew Kittredge\kittran01,2018-05-12Ê(2),TBR,BAL,W 10-3,5-6 H,0.2,2,2,2,0,1,0,0,11,8,,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,27,-0.129,-1.123,0.935,-1.7,-1
570,Andrew Kittredge\kittran01,9/23/18,TBR,TOR,W 5-2,8-Aug,0.2,3,2,2,0,0,0,0,10,6,,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,27,-0.034,-1.733,0.696,-4.3,-4
571,Andrew Kittredge\kittran01,9/15/18,TBR,OAK,W 7-5,8-8 W,0.1,0,0,0,0,0,0,0,2,2,,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0.768,5.64,4.75,13
572,Andrew Kittredge\kittran01,7/13/18,TBR,MIN,L 8-11,6-Mar,2.1,3,1,1,1,2,0,0,39,24,,0,0,11,10,2,0,0,0,0,0,0,0,0,0,0,0,3.86,-0.017,0.524,0.524,4.85,10
573,Andrew Kittredge\kittran01,4/8/18,TBR,BOS,L 7-8,GS-2,2,2,1,1,0,1,0,0,33,22,49,,,8,8,1,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0.063,1.02,3.3,6
574,Andrew Kittredge\kittran01,5/13/18,TBR,BAL,L 1-17,4-Apr,0,6,6,6,1,0,1,0,24,14,,1,1,7,6,1,0,0,0,0,0,0,0,0,0,0,0,inf,-0.081,-7,0.197,-16.2,-18
575,Andrew Kittredge\kittran01,9/8/18,TBR,BAL,W 10-5,9-GF,1,1,0,0,0,1,0,0,7,5,,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0.006,0.496,0.157,3.65,6
576,Andrew Kittredge\kittran01,8/28/18,TBR,ATL,L 5-9,8-GF(8),0.2,1,1,1,0,1,1,0,10,8,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13.5,-0.015,-0.745,0.067,0.9,2
577,Andrew Kittredge\kittran01,4/15/18,TBR,PHI,L 4-10,8-Aug,1,4,3,3,0,2,1,0,30,20,,2,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,27,-0.084,-3.513,0.274,-2.15,0
578,Andrew Kittredge\kittran01,9/16/18,TBR,OAK,W 5-4,2-3 W,2,0,0,0,1,1,0,0,25,16,,0,0,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0.101,0.991,0.805,9.9,21
579,Andrew Kittredge\kittran01,5/9/18,TBR,ATL,L 2-5,8-Aug,1,0,0,0,0,2,0,0,11,7,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.496,0.053,6.25,9
580,Andrew Kittredge\kittran01,7/15/18,TBR,MIN,L 7-11,3-4 H,1,0,0,0,0,1,0,0,14,9,,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0.65,0.953,4.25,6
581,Andrew Kittredge\kittran01,7/27/18,TBR,BAL,L 5-15,7-Jul,0.1,1,0,0,0,0,0,0,9,6,,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,-0.568,0.01,0.15,1
582,Andrew Kittredge\kittran01,8/29/18,TBR,ATL,W 8-5,8-Aug,0.2,4,2,2,0,2,0,0,23,16,,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,27,-0.06,-1.944,0.578,-0.9,2
583,Andrew Kittredge\kittran01,4/29/18,TBR,BOS,L 3-4,5-6 H,0.2,3,3,3,2,0,0,0,29,12,,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,40.5,-0.473,-3.564,1.927,-7.5,-7
584,Andrew Kittredge\kittran01,9/10/18,TBR,CLE,W 6-5,8-Aug,1,1,0,0,1,0,0,0,16,10,,0,0,5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0.051,0.496,1.248,1.05,3
585,Andrew Kittredge\kittran01,9/5/18,TBR,TOR,L 3-10,2-Jan,1.1,2,0,0,2,4,0,0,32,22,,2,1,8,6,1,0,1,0,0,0,0,0,0,0,0,0,0,-0.004,-0.07,0.385,8.6,16
586,Andrew Kittredge\kittran01,4/25/18,TBR,BAL,W 8-4,5-5 W,0.2,0,0,0,0,0,0,0,8,5,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.259,0.805,5.5,14
587,Andrew Kittredge\kittran01,5/1/18,TBR,DET,L 1-2,7-Jul,1,0,0,0,0,1,0,0,12,9,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.517,0.583,4.25,6
588,Andrew Kittredge\kittran01,9/11/18,TBR,CLE,L 0-2,8-Aug,0.1,0,0,0,1,0,0,0,6,2,,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.32,0.82,0.15,1
589,Andrew Kittredge\kittran01,9/25/18,TBR,NYY,L 2-9,3-Mar,0,1,2,2,1,0,0,0,4,3,,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,inf,-0.11,-1.387,1.49,-5.2,-6
590,Andrew Kittredge\kittran01,7/29/18,TBR,BAL,L 5-11,7-May,2.1,3,3,3,1,1,1,0,33,23,,2,0,12,10,0,0,0,1,0,0,0,0,0,0,0,0,11.57,-0.017,-1.422,0.266,-1.75,1
591,Andrew Kittredge\kittran01,5/2/18,TBR,DET,L 2-3,10-Oct,1,0,0,0,0,1,0,0,11,8,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0.517,1.84,4.25,6
